x,y
2011,1503
2011,1504
2010,1504
2010,1505
2009,1505
2009,1506
2006,1506
2006,1505
2005,1505
2005,1503
2004,1503
2004,1502
2003,1502
2003,1501
2002,1501
2002,1500
2001,1500
2001,1499
2000,1499
2000,1498
1999,1498
1999,1497
1998,1497
1998,1496
1997,1496
1997,1495
1996,1495
1996,1494
1995,1494
1995,1493
1994,1493
1994,1492
1992,1492
1992,1491
1989,1491
1989,1490
1986,1490
1986,1489
1981,1489
1981,1488
1977,1488
1977,1487
1974,1487
1974,1486
1971,1486
1971,1485
1966,1485
1966,1484
1962,1484
1962,1485
1957,1485
1957,1486
1955,1486
1955,1487
1952,1487
1952,1488
1950,1488
1950,1489
1949,1489
1949,1490
1947,1490
1947,1491
1946,1491
1946,1492
1945,1492
1945,1493
1944,1493
1944,1494
1943,1494
1943,1496
1942,1496
1942,1497
1941,1497
1941,1499
1940,1499
1940,1501
1939,1501
1939,1502
1938,1502
1938,1503
1937,1503
1937,1504
1935,1504
1935,1505
1932,1505
1932,1506
1930,1506
1930,1507
1928,1507
1928,1508
1927,1508
1927,1509
1925,1509
1925,1510
1909,1510
1909,1511
1901,1511
1901,1510
1894,1510
1894,1511
1888,1511
1888,1512
1885,1512
1885,1513
1883,1513
1883,1514
1881,1514
1881,1515
1880,1515
1880,1516
1878,1516
1878,1517
1877,1517
1877,1518
1876,1518
1876,1519
1875,1519
1875,1520
1874,1520
1874,1521
1873,1521
1873,1522
1872,1522
1872,1524
1871,1524
1871,1526
1870,1526
1870,1527
1869,1527
1869,1529
1868,1529
1868,1530
1867,1530
1867,1532
1866,1532
1866,1533
1865,1533
1865,1535
1864,1535
1864,1536
1863,1536
1863,1537
1862,1537
1862,1539
1861,1539
1861,1540
1860,1540
1860,1541
1859,1541
1859,1542
1858,1542
1858,1543
1857,1543
1857,1544
1856,1544
1856,1545
1854,1545
1854,1546
1852,1546
1852,1547
1851,1547
1851,1548
1849,1548
1849,1549
1848,1549
1848,1550
1847,1550
1847,1551
1846,1551
1846,1552
1845,1552
1845,1553
1844,1553
1844,1554
1843,1554
1843,1555
1842,1555
1842,1556
1841,1556
1841,1558
1840,1558
