x,y
2303,643
2303,642
2304,642
2304,641
2305,641
2305,640
2306,640
2306,639
2307,639
2307,638
2308,638
2308,637
2310,637
2310,636
2315,636
2315,637
2318,637
2318,638
2319,638
2319,639
2320,639
2320,640
2322,640
2322,641
2324,641
2324,642
2326,642
2326,643
2330,643
2330,644
2337,644
2337,643
2345,643
2345,644
2350,644
2350,645
2355,645
2355,646
2359,646
2359,647
2362,647
2362,648
2365,648
2365,649
2368,649
2368,650
2386,650
2386,649
2392,649
2392,648
2396,648
2396,647
2400,647
2400,646
2405,646
2405,645
2421,645
2421,644
2426,644
2426,643
2430,643
2430,642
2433,642
2433,641
2436,641
2436,640
2438,640
2438,639
2440,639
2440,638
2442,638
2442,637
2444,637
2444,636
2446,636
2446,635
2448,635
2448,634
2449,634
2449,633
2451,633
2451,632
2452,632
2452,1567
2450,1567
2450,1568
2445,1568
2445,1569
2442,1569
2442,1570
2438,1570
2438,1571
2434,1571
2434,1572
2431,1572
2431,1573
2429,1573
2429,1574
2427,1574
2427,1575
2424,1575
2424,1576
2422,1576
2422,1577
2420,1577
2420,1578
2417,1578
2417,1579
2414,1579
2414,1578
2410,1578
2410,1577
2404,1577
2404,1576
2400,1576
2400,1575
2392,1575
2392,1574
2384,1574
2384,1575
2380,1575
2380,1576
2377,1576
2377,1577
2375,1577
2375,1578
2373,1578
2373,1579
2372,1579
2372,1580
2370,1580
2370,1581
2368,1581
2368,1582
2365,1582
2365,1583
2363,1583
2363,1582
2361,1582
2361,1581
2359,1581
2359,1580
2358,1580
2358,1579
2357,1579
2357,1578
2356,1578
2356,1577
2355,1577
2355,1576
2354,1576
2354,1575
2352,1575
2352,1574
2351,1574
2351,1573
2349,1573
2349,1572
2348,1572
2348,1571
2345,1571
2345,1570
2342,1570
2342,1569
2334,1569
2334,1570
2331,1570
2331,1571
2328,1571
2328,1572
2326,1572
2326,1573
2325,1573
2325,1574
2323,1574
2323,1575
2322,1575
2322,1576
2320,1576
2320,1577
2319,1577
2319,1578
2316,1578
2316,1579
2309,1579
2309,1580
2304,1580
2304,1581
2301,1581
2301,1582
2298,1582
2298,1583
2295,1583
2295,1584
2275,1584
2275,1583
2272,1583
2272,1582
2270,1582
2270,1581
2268,1581
2268,1580
2266,1580
2266,1579
2264,1579
2264,1578
2261,1578
2261,1577
2248,1577
2248,1578
2243,1578
2243,1579
2241,1579
2241,1580
2239,1580
2239,1581
2237,1581
2237,1582
2236,1582
2236,1583
2234,1583
2234,1584
2233,1584
2233,1585
2232,1585
2232,1586
2231,1586
2231,1587
2230,1587
2230,1588
2229,1588
2229,1589
2228,1589
2228,1590
2227,1590
2227,1591
2226,1591
2226,1592
2213,1592
2213,1591
2204,1591
2204,1590
2196,1590
2196,1589
2190,1589
2190,1588
2188,1588
2188,1587
2187,1587
2187,1586
2185,1586
2185,1585
2184,1585
2184,1584
2183,1584
2183,1583
2181,1583
2181,1582
2180,1582
2180,1581
2178,1581
2178,1580
2175,1580
2175,1579
2172,1579
2172,1578
2168,1578
2168,1577
2158,1577
2158,1576
2152,1576
2152,1575
2150,1575
2150,1574
2149,1574
2149,1573
2148,1573
2148,1572
2147,1572
2147,1571
2146,1571
2146,1570
2145,1570
2145,1569
2144,1569
2144,1568
2142,1568
2142,1567
2141,1567
2141,1566
2138,1566
2138,1565
2134,1565
2134,1564
2130,1564
2130,1565
2125,1565
2125,1566
2122,1566
2122,1567
2119,1567
2119,1568
2117,1568
2117,1569
2113,1569
2113,1570
2093,1570
2093,1571
2090,1571
2090,1572
2082,1572
2082,1573
2081,1573
2081,1572
2078,1572
2078,1571
2076,1571
2076,1570
2075,1570
2075,1569
2073,1569
2073,1568
2072,1568
2072,1567
2071,1567
2071,1566
2070,1566
2070,1565
2069,1565
2069,1563
2068,1563
2068,1562
2067,1562
2067,1560
2066,1560
2066,1559
2065,1559
2065,1558
2064,1558
2064,1557
2063,1557
2063,1556
2061,1556
2061,1555
2060,1555
2060,1554
2058,1554
2058,1553
2056,1553
2056,1552
2054,1552
2054,1551
2051,1551
2051,1550
2038,1550
2038,1551
2035,1551
2035,1552
2032,1552
2032,1553
2030,1553
2030,1554
2029,1554
2029,1555
2027,1555
2027,1556
2026,1556
2026,1557
2025,1557
2025,1558
2024,1558
2024,1559
