series_key,campo,timepoint_h,referencia,ai,diferenca,ai_serie_plausivel,ai_motivo
Controle||None||B1||c1,1,8,0.2067,0.213013,0.006313,sim,plausivel
Controle||None||B1||c1,1,12,0.2662,0.266232,3.2e-05,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,0.175479,-0.583721,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,0.311421,-0.493579,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.418521,-0.008779,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.72441,-0.09909,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.185773,-0.103627,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.243946,-0.218454,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.636825,-0.047575,sim,plausivel
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,0.783752,0.663752,nao,nao_monotonica
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.291415,-0.047485,nao,nao_monotonica
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,0.619597,-0.015503,nao,nao_monotonica
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.49337,-0.04313,sim,plausivel
LUIS RAW||PEP||E1||c1,1,12,0.6814,0.584795,-0.096605,sim,plausivel
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.417935,-0.249965,sim,plausivel
LUIS RAW||PEP||E1||c2,2,12,0.7848,0.69781,-0.08699,sim,plausivel
LUIS RAW||PET||C5||c1,1,8,0.2904,0.281204,-0.009196,sim,plausivel
LUIS RAW||PET||C5||c1,1,12,0.3475,0.339411,-0.008089,sim,plausivel
LUIS RAW||PET||F2||c1,1,12,0.0212,0.471265,0.450065,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,0.738128,-0.124872,sim,plausivel
