series_key,campo,timepoint_h,referencia,ai,diferenca,ai_serie_plausivel,ai_motivo
Controle||None||B1||c1,1,8,0.2067,0.212299,0.005599,sim,plausivel
Controle||None||B1||c1,1,12,0.2662,0.265356,-0.000844,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,-0.252894,-1.012094,nao,"fora_[0,1]+nao_monotonica"
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,-0.039845,-0.844845,nao,"fora_[0,1]+nao_monotonica"
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0,0.0,nao,"fora_[0,1]+nao_monotonica"
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.432032,0.004732,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.718411,-0.105089,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.199123,-0.090277,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.256931,-0.205469,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.601786,-0.082614,sim,plausivel
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,0.827823,0.707823,nao,nao_monotonica
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.288338,-0.050562,nao,nao_monotonica
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,0.639852,0.004752,nao,nao_monotonica
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.566456,0.029956,sim,plausivel
LUIS RAW||PEP||E1||c1,1,12,0.6814,0.584447,-0.096953,sim,plausivel
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.364971,-0.302929,sim,plausivel
LUIS RAW||PEP||E1||c2,2,12,0.7848,0.630152,-0.154648,sim,plausivel
LUIS RAW||PET||C5||c1,1,8,0.2904,0.280907,-0.009493,sim,plausivel
LUIS RAW||PET||C5||c1,1,12,0.3475,0.347999,0.000499,sim,plausivel
LUIS RAW||PET||F2||c1,1,12,0.0212,0.49656,0.47536,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,0.756556,-0.106444,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,0.4227,0.542909,0.120209,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,0.7243,0.756712,0.032412,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,0.5484,0.542348,-0.006052,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,0.7531,0.727298,-0.025802,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,0.0627,0.428965,0.366265,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,0.0082,0.569387,0.561187,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,0.5844,0.424392,-0.160008,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,0.5931,0.503498,-0.089602,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,0.7255,0.629431,-0.096069,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,0.604,0.558962,-0.045038,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,0.8762,0.833789,-0.042411,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,0.5942,0.630762,0.036562,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.602188,-0.012512,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.69723,-0.00087,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.107121,0.025121,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.163237,0.045837,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.377848,-0.001452,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.049664,-0.059236,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.327382,0.186882,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.398361,-0.055339,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.242503,0.011103,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.31191,0.01601,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.353586,0.123486,nao,nao_monotonica
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.237422,0.021722,nao,nao_monotonica
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.513246,-0.066154,nao,nao_monotonica
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.004179,0.022421,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.119165,0.016165,sim,plausivel
