run,limiar,arquivo,area_px,iou,vazia,tem_ferida
unet_black_seed42,0.4,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,740692,0.812196,0,1
unet_black_seed42,0.5,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,732494,0.80746,0,1
unet_black_seed42,0.6,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,724044,0.802057,0,1
unet_black_seed42,0.7,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,715248,0.796578,0,1
unet_black_seed42,0.8,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,703703,0.789151,0,1
unet_black_seed42,0.9,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,672517,0.767165,0,1
unet_black_seed42,0.95,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,623445,0.725423,0,1
unet_black_seed42,0.98,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,543609,0.638464,0,1
unet_black_seed42,0.99,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,468262,0.550047,0,1
unet_black_seed42,0.995,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,337715,0.396802,0,1
unet_black_seed42,0.999,A6 12H 1_png.rf.ttiuv3CjzGc6GvMTytlM.png,74420,0.08738,0,1
unet_black_seed42,0.05,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,882856,0.913473,0,1
unet_black_seed42,0.1,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,861754,0.929956,0,1
unet_black_seed42,0.2,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,845040,0.93991,0,1
unet_black_seed42,0.3,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,835942,0.943867,0,1
unet_black_seed42,0.4,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,828728,0.946043,0,1
unet_black_seed42,0.5,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,823231,0.947412,0,1
unet_black_seed42,0.6,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,818053,0.948119,0,1
unet_black_seed42,0.7,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,811819,0.94849,0,1
unet_black_seed42,0.8,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,803896,0.947177,0,1
unet_black_seed42,0.9,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,789104,0.94062,0,1
unet_black_seed42,0.95,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,768463,0.924336,0,1
unet_black_seed42,0.98,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,712464,0.86546,0,1
unet_black_seed42,0.99,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,636540,0.777698,0,1
unet_black_seed42,0.995,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,517789,0.635463,0,1
unet_black_seed42,0.999,A6 12H 2_png.rf.bsoBQRnwC6AtJ5KRBKDv.png,148205,0.182264,0,1
unet_black_seed42,0.05,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,475628,0.83798,0,1
unet_black_seed42,0.1,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,448004,0.850369,0,1
unet_black_seed42,0.2,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,423641,0.850367,0,1
unet_black_seed42,0.3,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,411115,0.845355,0,1
unet_black_seed42,0.4,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,401858,0.840033,0,1
unet_black_seed42,0.5,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,392547,0.834434,0,1
unet_black_seed42,0.6,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,382856,0.82788,0,1
unet_black_seed42,0.7,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,371993,0.821131,0,1
unet_black_seed42,0.8,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,356801,0.806466,0,1
unet_black_seed42,0.9,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,324055,0.754766,0,1
unet_black_seed42,0.95,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,282457,0.664012,0,1
unet_black_seed42,0.98,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,225419,0.531969,0,1
unet_black_seed42,0.99,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,176536,0.417057,0,1
unet_black_seed42,0.995,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,148169,0.350668,0,1
unet_black_seed42,0.999,A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,77019,0.182036,0,1
unet_black_seed42,0.05,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,462136,0.806748,0,1
unet_black_seed42,0.1,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,447037,0.821507,0,1
unet_black_seed42,0.2,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,434340,0.833606,0,1
unet_black_seed42,0.3,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,427274,0.839022,0,1
unet_black_seed42,0.4,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,421686,0.842302,0,1
unet_black_seed42,0.5,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,416621,0.842903,0,1
unet_black_seed42,0.6,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,411942,0.842625,0,1
unet_black_seed42,0.7,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,406638,0.842815,0,1
unet_black_seed42,0.8,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,399427,0.840095,0,1
unet_black_seed42,0.9,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,385602,0.834021,0,1
unet_black_seed42,0.95,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,369468,0.821593,0,1
unet_black_seed42,0.98,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,339348,0.779886,0,1
unet_black_seed42,0.99,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,297555,0.70132,0,1
unet_black_seed42,0.995,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,242586,0.583178,0,1
unet_black_seed42,0.999,A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,90706,0.224074,0,1
unet_black_seed42,0.05,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,877212,0.813476,0,1
unet_black_seed42,0.1,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,851161,0.815396,0,1
unet_black_seed42,0.2,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,824950,0.814928,0,1
unet_black_seed42,0.3,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,811100,0.812451,0,1
unet_black_seed42,0.4,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,799323,0.809358,0,1
unet_black_seed42,0.5,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,789479,0.805878,0,1
unet_black_seed42,0.6,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,777131,0.800521,0,1
unet_black_seed42,0.7,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,763839,0.793965,0,1
unet_black_seed42,0.8,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,743210,0.782006,0,1
unet_black_seed42,0.9,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,703181,0.755697,0,1
unet_black_seed42,0.95,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,649491,0.715328,0,1
unet_black_seed42,0.98,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,580887,0.647098,0,1
unet_black_seed42,0.99,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,501200,0.559662,0,1
unet_black_seed42,0.995,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,356905,0.399128,0,1
unet_black_seed42,0.999,A6 8H 1_png.rf.0Ed4k50VKrxz80UdTuUb.png,25711,0.02871,0,1
unet_black_seed42,0.05,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,299987,0.256461,0,1
unet_black_seed42,0.1,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,276594,0.242704,0,1
unet_black_seed42,0.2,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,250291,0.224064,0,1
unet_black_seed42,0.3,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,231881,0.209449,0,1
unet_black_seed42,0.4,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,214490,0.19465,0,1
unet_black_seed42,0.5,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,199130,0.181294,0,1
unet_black_seed42,0.6,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,185134,0.169381,0,1
unet_black_seed42,0.7,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,171527,0.1577,0,1
unet_black_seed42,0.8,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,149454,0.138558,0,1
unet_black_seed42,0.9,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,97801,0.092443,0,1
unet_black_seed42,0.95,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,33408,0.031815,0,1
unet_black_seed42,0.98,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,1764,0.001698,0,1
unet_black_seed42,0.99,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,0,0.0,1,1
unet_black_seed42,0.995,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,0,0.0,1,1
unet_black_seed42,0.999,A6 8H 2_png.rf.8H5VYogwRaw3bc7Ufnp7.png,0,0.0,1,1
unet_black_seed42,0.05,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1308402,0.736035,0,1
unet_black_seed42,0.1,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1278929,0.733404,0,1
unet_black_seed42,0.2,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1247043,0.724018,0,1
unet_black_seed42,0.3,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1223984,0.715086,0,1
unet_black_seed42,0.4,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1205628,0.707559,0,1
unet_black_seed42,0.5,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1187985,0.699472,0,1
unet_black_seed42,0.6,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1170280,0.691031,0,1
unet_black_seed42,0.7,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1146696,0.679026,0,1
unet_black_seed42,0.8,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1112967,0.660783,0,1
unet_black_seed42,0.9,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,1035902,0.618102,0,1
unet_black_seed42,0.95,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,911719,0.545948,0,1
unet_black_seed42,0.98,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,719719,0.432302,0,1
unet_black_seed42,0.99,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,488012,0.29329,0,1
unet_black_seed42,0.995,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,166721,0.100122,0,1
unet_black_seed42,0.999,B1 0H 1_png.rf.j3ckb2OmuPoN1D2ZNrsL.png,0,0.0,1,1
unet_black_seed42,0.05,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1447262,0.970584,0,1
unet_black_seed42,0.1,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1429841,0.973022,0,1
unet_black_seed42,0.2,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1411301,0.970546,0,1
unet_black_seed42,0.3,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1399258,0.967241,0,1
unet_black_seed42,0.4,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1389574,0.963777,0,1
unet_black_seed42,0.5,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1381893,0.960891,0,1
unet_black_seed42,0.6,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1373267,0.95671,0,1
unet_black_seed42,0.7,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1363156,0.951282,0,1
unet_black_seed42,0.8,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1345830,0.940751,0,1
unet_black_seed42,0.9,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1299312,0.910004,0,1
unet_black_seed42,0.95,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1209023,0.847691,0,1
unet_black_seed42,0.98,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,1055211,0.740598,0,1
unet_black_seed42,0.99,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,884021,0.620811,0,1
unet_black_seed42,0.995,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,607071,0.426171,0,1
unet_black_seed42,0.999,B1 0H 2_png.rf.M9qDqnfqVRQAN3kixv3Y.png,64546,0.045427,0,1
unet_black_seed42,0.05,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,823483,0.96123,0,1
unet_black_seed42,0.1,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,814326,0.963302,0,1
unet_black_seed42,0.2,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,805672,0.963458,0,1
unet_black_seed42,0.3,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,801190,0.96287,0,1
unet_black_seed42,0.4,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,797521,0.962087,0,1
unet_black_seed42,0.5,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,794040,0.96001,0,1
unet_black_seed42,0.6,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,790408,0.957994,0,1
unet_black_seed42,0.7,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,786634,0.955181,0,1
unet_black_seed42,0.8,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,782132,0.951868,0,1
unet_black_seed42,0.9,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,774352,0.944606,0,1
unet_black_seed42,0.95,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,763463,0.933574,0,1
unet_black_seed42,0.98,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,740801,0.90733,0,1
unet_black_seed42,0.99,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,715020,0.876049,0,1
unet_black_seed42,0.995,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,666911,0.817208,0,1
unet_black_seed42,0.999,B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,390242,0.478036,0,1
unet_black_seed42,0.05,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,790433,0.948012,0,1
unet_black_seed42,0.1,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,780835,0.956416,0,1
unet_black_seed42,0.2,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,772059,0.962325,0,1
unet_black_seed42,0.3,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,766424,0.965319,0,1
unet_black_seed42,0.4,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,762276,0.966957,0,1
unet_black_seed42,0.5,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,758029,0.967073,0,1
unet_black_seed42,0.6,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,754652,0.967151,0,1
unet_black_seed42,0.7,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,750753,0.967085,0,1
unet_black_seed42,0.8,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,746213,0.965746,0,1
unet_black_seed42,0.9,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,738102,0.960794,0,1
unet_black_seed42,0.95,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,728428,0.952493,0,1
unet_black_seed42,0.98,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,710029,0.931852,0,1
unet_black_seed42,0.99,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,690668,0.907699,0,1
unet_black_seed42,0.995,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,659422,0.866971,0,1
unet_black_seed42,0.999,B1 0HR 2_png.rf.GJOlprTE8cvwD4CrUmlP.png,459608,0.604165,0,1
unet_black_seed42,0.05,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,114134,0.950191,0,1
unet_black_seed42,0.1,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,112766,0.961665,0,1
unet_black_seed42,0.2,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,111825,0.969458,0,1
unet_black_seed42,0.3,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,111292,0.973604,0,1
unet_black_seed42,0.4,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110896,0.976295,0,1
unet_black_seed42,0.5,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110561,0.978625,0,1
unet_black_seed42,0.6,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,110280,0.980362,0,1
unet_black_seed42,0.7,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,109982,0.981773,0,1
unet_black_seed42,0.8,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,109533,0.983566,0,1
unet_black_seed42,0.9,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,108813,0.985306,0,1
unet_black_seed42,0.95,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,107925,0.984864,0,1
unet_black_seed42,0.98,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,105683,0.970317,0,1
unet_black_seed42,0.99,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,100524,0.925061,0,1
unet_black_seed42,0.995,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,89766,0.826986,0,1
unet_black_seed42,0.999,B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,26157,0.241187,0,1
unet_black_seed42,0.05,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,88646,0.970663,0,1
unet_black_seed42,0.1,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,87633,0.966474,0,1
unet_black_seed42,0.2,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,86763,0.96099,0,1
unet_black_seed42,0.3,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,86282,0.956718,0,1
unet_black_seed42,0.4,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,85880,0.95295,0,1
unet_black_seed42,0.5,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,85553,0.94971,0,1
unet_black_seed42,0.6,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,85233,0.946437,0,1
unet_black_seed42,0.7,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,84852,0.942314,0,1
unet_black_seed42,0.8,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,84374,0.93707,0,1
unet_black_seed42,0.9,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,83454,0.926937,0,1
unet_black_seed42,0.95,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,81733,0.907822,0,1
unet_black_seed42,0.98,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,74913,0.832071,0,1
unet_black_seed42,0.99,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,63137,0.701273,0,1
unet_black_seed42,0.995,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,39776,0.441798,0,1
unet_black_seed42,0.999,B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,474,0.005265,0,1
unet_black_seed42,0.05,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,84172,0.924008,0,1
unet_black_seed42,0.1,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,82533,0.921945,0,1
unet_black_seed42,0.2,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,80923,0.913177,0,1
unet_black_seed42,0.3,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,79860,0.904587,0,1
unet_black_seed42,0.4,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,79116,0.897807,0,1
unet_black_seed42,0.5,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,78358,0.890402,0,1
unet_black_seed42,0.6,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,77557,0.88254,0,1
unet_black_seed42,0.7,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,76510,0.871455,0,1
unet_black_seed42,0.8,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,74838,0.85329,0,1
unet_black_seed42,0.9,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,69056,0.788338,0,1
unet_black_seed42,0.95,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,55965,0.639322,0,1
unet_black_seed42,0.98,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,35631,0.407035,0,1
unet_black_seed42,0.99,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,22942,0.26208,0,1
unet_black_seed42,0.995,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,8934,0.102059,0,1
unet_black_seed42,0.999,B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,9,0.000103,0,1
unet_black_seed42,0.05,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,123928,0.947678,0,1
unet_black_seed42,0.1,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,122383,0.952301,0,1
unet_black_seed42,0.2,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,120724,0.952767,0,1
unet_black_seed42,0.3,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,119835,0.952155,0,1
unet_black_seed42,0.4,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,119181,0.951449,0,1
unet_black_seed42,0.5,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,118676,0.951356,0,1
unet_black_seed42,0.6,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,118180,0.950822,0,1
unet_black_seed42,0.7,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,117640,0.950084,0,1
unet_black_seed42,0.8,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,116947,0.948625,0,1
unet_black_seed42,0.9,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,115540,0.9443,0,1
unet_black_seed42,0.95,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,112977,0.931104,0,1
unet_black_seed42,0.98,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,105914,0.884202,0,1
unet_black_seed42,0.99,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,96109,0.809564,0,1
unet_black_seed42,0.995,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,82998,0.700757,0,1
unet_black_seed42,0.999,B1 0hr 2_png.rf.XjumgmgMNkQhrRGLEgFA.png,30148,0.25462,0,1
unet_black_seed42,0.05,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,52377,0.476035,0,1
unet_black_seed42,0.1,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,49746,0.463421,0,1
unet_black_seed42,0.2,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,46777,0.442536,0,1
unet_black_seed42,0.3,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,44920,0.427639,0,1
unet_black_seed42,0.4,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,43413,0.414649,0,1
unet_black_seed42,0.5,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,42013,0.402082,0,1
unet_black_seed42,0.6,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,40452,0.387933,0,1
unet_black_seed42,0.7,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,38751,0.372166,0,1
unet_black_seed42,0.8,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,36230,0.348529,0,1
unet_black_seed42,0.9,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,30344,0.292663,0,1
unet_black_seed42,0.95,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,20776,0.200535,0,1
unet_black_seed42,0.98,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,9984,0.096368,0,1
unet_black_seed42,0.99,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,4345,0.041939,0,1
unet_black_seed42,0.995,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,860,0.008301,0,1
unet_black_seed42,0.999,B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,0,0.0,1,1
unet_black_seed42,0.05,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,64412,0.575975,0,1
unet_black_seed42,0.1,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,61177,0.555562,0,1
unet_black_seed42,0.2,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,57721,0.529419,0,1
unet_black_seed42,0.3,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,55675,0.512596,0,1
unet_black_seed42,0.4,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,53948,0.498228,0,1
unet_black_seed42,0.5,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,52401,0.484783,0,1
unet_black_seed42,0.6,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,50598,0.468711,0,1
unet_black_seed42,0.7,B1 0hr_2_png.rf.wWUkB0l85vJDlD6q526J.png,48341,0.448526,0,1
