series_key,campo,timepoint_h,referencia,ai,diferenca,ai_serie_plausivel,ai_motivo
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,0.7255,0.68368,-0.04182,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,0.604,0.554823,-0.049177,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,0.8762,0.821102,-0.055098,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,0.5942,0.584794,-0.009406,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,0.6147,0.602633,-0.012067,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,0.6981,0.699488,0.001388,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,0.082,0.103935,0.021935,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,0.1174,0.164544,0.047144,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,0.3793,0.372911,-0.006389,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,0.1089,0.054506,-0.054394,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,0.1405,0.139806,-0.000694,sim,plausivel
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,0.4537,0.401327,-0.052373,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,0.2314,0.191158,-0.040242,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,0.2959,0.298228,0.002328,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,0.2301,0.404645,0.174545,nao,nao_monotonica
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,0.2157,0.238188,0.022488,nao,nao_monotonica
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,0.5794,0.505345,-0.074055,nao,nao_monotonica
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,-0.0266,-0.016183,0.010417,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,0.103,0.111727,0.008727,sim,plausivel
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,0.4371,0.453664,0.016564,sim,plausivel
Originais (1)||None||A1||c1,1,8,0.5074,0.5594,0.052,sim,plausivel
Originais (1)||None||A1||c1,1,12,0.7203,0.71436,-0.00594,sim,plausivel
Originais (1)||None||A1||c1,1,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||A1||c2,2,8,0.489,0.48239,-0.00661,sim,plausivel
Originais (1)||None||A1||c2,2,12,0.7077,0.683864,-0.023836,sim,plausivel
Originais (1)||None||A1||c2,2,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||A5||c1,1,8,0.6163,0.570402,-0.045898,sim,plausivel
Originais (1)||None||A5||c1,1,12,0.8311,0.728121,-0.102979,sim,plausivel
Originais (1)||None||A5||c1,1,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||A5||c2,2,8,0.5978,0.574596,-0.023204,sim,plausivel
Originais (1)||None||A5||c2,2,12,0.8303,0.764577,-0.065723,sim,plausivel
Originais (1)||None||A5||c2,2,24,1.0,1.0,0.0,sim,plausivel
Originais (1)||None||B5||c1,1,8,0.5039,0.502488,-0.001412,sim,plausivel
Originais (1)||None||B5||c1,1,12,0.6416,0.64774,0.00614,sim,plausivel
Originais (1)||None||B5||c2,2,8,0.2352,0.443295,0.208095,sim,plausivel
Originais (1)||None||B5||c2,2,12,0.2843,0.572087,0.287787,sim,plausivel
Originais (1)||None||D1||c2,2,8,0.2561,0.479023,0.222923,sim,plausivel
Originais (1)||None||D1||c2,2,12,0.432,0.714576,0.282576,sim,plausivel
P1|CT|F10,F10,48,1.0,1.0,0.0,sim,plausivel
P1|CT|F8,F8,24,1.0,0.998594,-0.001406,sim,plausivel
P1|CT|F8,F8,48,1.0,1.0,0.0,sim,plausivel
P1|PTX|F2,F2,24,0.4384,0.530219,0.091819,sim,plausivel
P1|PTX|F2,F2,48,0.7695,0.730365,-0.039135,sim,plausivel
P1|PTX|F9,F9,24,0.1489,0.151074,0.002174,sim,plausivel
P1|PTX|F9,F9,48,0.4793,0.371688,-0.107612,sim,plausivel
P2|CARBO+GEO|F14,F14,48,0.4971,0.412353,-0.084747,sim,plausivel
P2|CARBO+GEO|F8,F8,24,0.5044,0.528516,0.024116,sim,plausivel
P2|CARBO+GEO|F8,F8,48,0.5957,0.601933,0.006233,sim,plausivel
P2|CARBO|F9,F9,24,0.5362,0.323258,-0.212942,sim,plausivel
P2|CARBO|F9,F9,48,1.0,1.0,0.0,sim,plausivel
P2|CT|F9,F9,24,0.8479,0.883161,0.035261,sim,plausivel
P2|CT|F9,F9,48,1.0,1.0,0.0,sim,plausivel
P2|GEO|F11,F11,24,0.4712,0.471643,0.000443,sim,plausivel
Pré-Eclâmpsia||None||B6||c1,1,12,0.7135,0.603127,-0.110373,sim,plausivel
Pré-Eclâmpsia||None||B6||c1,1,24,1.0,1.0,0.0,sim,plausivel
Saudável||None||B1||c1,1,12,0.2474,-0.109847,-0.357247,nao,"fora_[0,1]+nao_monotonica"
Saudável||None||B1||c1,1,24,0.8772,0.696411,-0.180789,nao,"fora_[0,1]+nao_monotonica"
Saudável||None||B1||c2,2,24,0.6237,0.529475,-0.094225,sim,plausivel
originais||None||A1||c1,1,8,0.4187,0.404837,-0.013863,sim,plausivel
originais||None||A1||c2,2,8,0.2655,0.289839,0.024339,sim,plausivel
originais||None||B5||c1,1,24,0.4674,0.95103,0.48363,sim,plausivel
originais||None||D1||c1,1,8,0.4376,0.438017,0.000417,sim,plausivel
originais||None||D1||c1,1,12,0.5513,0.524239,-0.027061,sim,plausivel
originais||None||D1||c1,1,24,0.8835,0.833797,-0.049703,sim,plausivel
originais||None||D1||c2,2,8,0.4467,0.410681,-0.036019,sim,plausivel
originais||None||D1||c2,2,12,0.5702,0.542705,-0.027495,sim,plausivel
originais||None||D1||c2,2,24,0.7929,0.796602,0.003702,sim,plausivel
originais||None||D4||c1,1,8,0.6003,0.601299,0.000999,sim,plausivel
originais||None||D4||c1,1,24,0.8093,1.0,0.1907,sim,plausivel
