series_key,campo,timepoint_h,referencia,ai,diferenca,ai_serie_plausivel,ai_motivo
Controle||None||B1||c1,1,8,0.2067,0.219399,0.012699,sim,plausivel
Controle||None||B1||c1,1,12,0.2662,0.27186,0.00566,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,8,0.7592,0.183491,-0.575709,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,12,0.805,0.325395,-0.479605,sim,plausivel
LUIS RAW||PEP+GB||A3||c1,1,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,8,0.4273,0.428021,0.000721,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,12,0.8235,0.723428,-0.100072,sim,plausivel
LUIS RAW||PEP+GB||A3||c2,2,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,8,0.2894,0.247315,-0.042085,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,12,0.4624,0.290972,-0.171428,sim,plausivel
LUIS RAW||PEP+MET3||A6||c1,1,24,0.6844,0.643319,-0.041081,sim,plausivel
LUIS RAW||PEP+MET3||A6||c2,2,8,0.12,0.740514,0.620514,nao,nao_monotonica
LUIS RAW||PEP+MET3||A6||c2,2,12,0.3389,0.306461,-0.032439,nao,nao_monotonica
LUIS RAW||PEP+MET3||A6||c2,2,24,0.6351,0.626584,-0.008516,nao,nao_monotonica
LUIS RAW||PEP||E1||c1,1,8,0.5365,0.506099,-0.030401,sim,plausivel
LUIS RAW||PEP||E1||c1,1,12,0.6814,0.574396,-0.107004,sim,plausivel
LUIS RAW||PEP||E1||c1,1,24,1.0,1.0,0.0,sim,plausivel
LUIS RAW||PEP||E1||c2,2,8,0.6679,0.472294,-0.195606,sim,plausivel
LUIS RAW||PEP||E1||c2,2,12,0.7848,0.730852,-0.053948,sim,plausivel
LUIS RAW||PET||C5||c1,1,8,0.2904,0.27951,-0.01089,sim,plausivel
LUIS RAW||PET||C5||c1,1,12,0.3475,0.337126,-0.010374,sim,plausivel
LUIS RAW||PET||F2||c1,1,12,0.0212,0.48068,0.45948,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,0.863,0.754765,-0.108235,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,0.4227,0.569142,0.146442,sim,plausivel
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,0.7243,0.768418,0.044118,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,0.5484,0.538554,-0.009846,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,0.7531,0.726056,-0.027044,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,0.0627,0.436979,0.374279,sim,plausivel
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,0.0082,0.590691,0.582491,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,0.5844,0.517892,-0.066508,sim,plausivel
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,0.5931,0.519351,-0.073749,sim,plausivel
