config,n_seeds,mAP50,mAP50_sd,mAP75,mAP75_sd,mAP50_95,mAP50_95_sd,precision,precision_sd,recall,recall_sd,f1,f1_sd,ic_lo_mAP50,ic_hi_mAP50
YOLO11s-seg · black · COCO,5,0.9397635779827594,0.007398107079102624,0.8521933999379775,0.011738251028766125,0.7693692083987365,0.013326921336876298,0.989731153736124,0.008120326684387237,0.743231441048035,0.022982877496839776,0.8487222145918535,0.012788436266847522,0.901270513569292,0.9686222038502671
YOLO11m-seg · white · COCO,5,0.9351575352622107,0.0056635084804637584,0.8550618294556174,0.006768068622649618,0.7812490294588594,0.006713555153381433,0.9809974236734202,0.007931046294838533,0.7615720524017467,0.017080879664286418,0.8573444358031281,0.009791782767724069,0.895477493530837,0.9651402377572033
YOLO11m-seg · black · COCO,5,0.9340369675987324,0.010791265340086944,0.8546791240516872,0.00880167236735591,0.7702005436508952,0.011635423610547563,0.974851637129316,0.023123688585880313,0.7834061135371179,0.0298735919239949,0.8681632581636087,0.014354616502385521,0.8967476991499509,0.9620174774896832
YOLO11m-seg · black · scratch,5,0.9334653975124361,0.0011180706521852729,0.8383700100455467,0.006094819699842302,0.7687038711511776,0.0036857014612806287,1.0,0.0,0.6358078602620088,0.04329535216749496,0.7766919415688281,0.031676681321622595,0.894447800660282,0.9630975386600058
YOLO11x-seg · black · COCO,5,0.9331948811432127,0.00500868044492161,0.8525320238525155,0.005948985212329771,0.7830352346326203,0.002966177249814222,0.9751798682174767,0.009695727879328172,0.7877729257641921,0.007932708351347122,0.8714952394352985,0.007342761326965827,0.8922858783340107,0.963881785158247
