run,conf,arquivo,area_px,area_pct,iou,vazia,tem_ferida,gt_area_pct,faixa_gt,n_deteccoes
yolo11m-seg_black_coco_seed42,0.45,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.5,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.55,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.6,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.65,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.7,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.75,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.8,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.85,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
yolo11m-seg_black_coco_seed42,0.9,A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,53264,13.003906,0.916836,0,1,13.640869,10-100%,1
