series_key,campo,timepoint_h,cell_line,braco,seed,referencia,ai,diferenca
Originais (1)||None||A1||c2,2,12,HUVEC,YOLO M,44,0.707700,0.674491,-0.033209
Originais (1)||None||A1||c2,2,24,HUVEC,YOLO M,44,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,YOLO M,44,0.489000,0.491747,0.002747
Originais (1)||None||A5||c1,1,12,HUVEC,YOLO M,44,0.831100,0.711952,-0.119148
Originais (1)||None||A5||c1,1,24,HUVEC,YOLO M,44,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,YOLO M,44,0.616300,0.582640,-0.033660
Originais (1)||None||A5||c2,2,12,HUVEC,YOLO M,44,0.830300,1.000000,0.169700
Originais (1)||None||A5||c2,2,24,HUVEC,YOLO M,44,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,YOLO M,44,0.597800,0.572313,-0.025487
Originais (1)||None||B5||c1,1,12,HUVEC,YOLO M,44,0.641600,0.646901,0.005301
Originais (1)||None||B5||c1,1,8,HUVEC,YOLO M,44,0.503900,0.509963,0.006063
Originais (1)||None||B5||c2,2,12,HUVEC,YOLO M,44,0.284300,0.563842,0.279542
Originais (1)||None||B5||c2,2,8,HUVEC,YOLO M,44,0.235200,0.454503,0.219303
Originais (1)||None||D1||c2,2,12,HUVEC,YOLO M,44,0.432000,1.000000,0.568000
Originais (1)||None||D1||c2,2,8,HUVEC,YOLO M,44,0.256100,0.497655,0.241555
P1|CT|F10,F10,48,SKOV-3,YOLO M,44,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,YOLO M,44,1.000000,1.000000,0.000000
P1|CT|F8,F8,48,SKOV-3,YOLO M,44,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,YOLO M,44,0.438400,0.497341,0.058941
P1|PTX|F2,F2,48,SKOV-3,YOLO M,44,0.769500,0.703010,-0.066490
P1|PTX|F9,F9,24,SKOV-3,YOLO M,44,0.148900,0.195521,0.046621
P1|PTX|F9,F9,48,SKOV-3,YOLO M,44,0.479300,0.352906,-0.126394
P2|CARBO+GEO|F14,F14,48,SKOV-3,YOLO M,44,0.497100,0.475630,-0.021470
P2|CARBO+GEO|F8,F8,24,SKOV-3,YOLO M,44,0.504400,0.494937,-0.009463
P2|CARBO+GEO|F8,F8,48,SKOV-3,YOLO M,44,0.595700,0.655054,0.059354
P2|CARBO|F9,F9,24,SKOV-3,YOLO M,44,0.536200,0.556510,0.020310
P2|CARBO|F9,F9,48,SKOV-3,YOLO M,44,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,YOLO M,44,0.847900,0.884165,0.036265
P2|CT|F9,F9,48,SKOV-3,YOLO M,44,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,YOLO M,44,0.471200,0.475680,0.004480
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,YOLO M,44,0.713500,0.691697,-0.021803
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,YOLO M,44,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,YOLO M,44,0.247400,-0.177457,-0.424857
Saudável||None||B1||c1,1,24,HUVEC,YOLO M,44,0.877200,1.000000,0.122800
Saudável||None||B1||c2,2,24,HUVEC,YOLO M,44,0.623700,0.636877,0.013177
originais||None||A1||c1,1,8,HUVEC,YOLO M,44,0.418700,0.400489,-0.018211
originais||None||A1||c2,2,8,HUVEC,YOLO M,44,0.265500,0.295783,0.030283
originais||None||B5||c1,1,24,HUVEC,YOLO M,44,0.467400,1.000000,0.532600
originais||None||D1||c1,1,12,HUVEC,YOLO M,44,0.551300,0.569306,0.018006
originais||None||D1||c1,1,24,HUVEC,YOLO M,44,0.883500,0.839296,-0.044204
originais||None||D1||c1,1,8,HUVEC,YOLO M,44,0.437600,0.453406,0.015806
originais||None||D1||c2,2,12,HUVEC,YOLO M,44,0.570200,0.552315,-0.017885
originais||None||D1||c2,2,24,HUVEC,YOLO M,44,0.792900,0.812296,0.019396
originais||None||D1||c2,2,8,HUVEC,YOLO M,44,0.446700,0.429959,-0.016741
originais||None||D4||c1,1,24,HUVEC,YOLO M,44,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,YOLO M,44,0.600300,0.605240,0.004940
Controle||None||B1||c1,1,12,HUVEC,YOLO M,45,0.266200,0.273469,0.007269
Controle||None||B1||c1,1,8,HUVEC,YOLO M,45,0.206700,0.225136,0.018436
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,YOLO M,45,0.823500,1.000000,0.176500
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,YOLO M,45,0.427300,0.466938,0.039638
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,YOLO M,45,0.462400,0.308520,-0.153880
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,YOLO M,45,0.684400,0.640345,-0.044055
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,YOLO M,45,0.289400,0.257064,-0.032336
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,YOLO M,45,0.338900,0.321059,-0.017841
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,YOLO M,45,0.635100,1.000000,0.364900
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,YOLO M,45,0.120000,0.203926,0.083926
LUIS RAW||PEP||E1||c1,1,12,HUVEC,YOLO M,45,0.681400,1.000000,0.318600
LUIS RAW||PEP||E1||c1,1,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,YOLO M,45,0.536500,0.498377,-0.038123
LUIS RAW||PEP||E1||c2,2,12,HUVEC,YOLO M,45,0.784800,1.000000,0.215200
LUIS RAW||PEP||E1||c2,2,8,HUVEC,YOLO M,45,0.667900,0.500860,-0.167040
LUIS RAW||PET||C5||c1,1,12,HUVEC,YOLO M,45,0.347500,0.350115,0.002615
LUIS RAW||PET||C5||c1,1,8,HUVEC,YOLO M,45,0.290400,0.291282,0.000882
LUIS RAW||PET||F2||c1,1,12,HUVEC,YOLO M,45,0.021200,0.559857,0.538657
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,YOLO M,45,0.863000,1.000000,0.137000
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,YOLO M,45,0.724300,1.000000,0.275700
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,YOLO M,45,0.422700,0.376522,-0.046178
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,YOLO M,45,0.753100,0.703776,-0.049324
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,YOLO M,45,0.548400,0.515981,-0.032419
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,YOLO M,45,0.008200,0.533796,0.525596
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,YOLO M,45,0.062700,0.356278,0.293578
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,YOLO M,45,0.593100,0.584530,-0.008570
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,YOLO M,45,0.725500,0.735312,0.009812
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,YOLO M,45,0.584400,0.588031,0.003631
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,YOLO M,45,0.876200,0.930166,0.053966
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,YOLO M,45,0.604000,0.568690,-0.035310
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,YOLO M,45,0.614700,0.600174,-0.014526
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,YOLO M,45,0.698100,0.693665,-0.004435
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,YOLO M,45,0.594200,0.571037,-0.023163
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,YOLO M,45,0.117400,0.159559,0.042159
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,YOLO M,45,0.379300,0.382104,0.002804
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,YOLO M,45,0.082000,0.120331,0.038331
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,YOLO M,45,0.140500,0.149452,0.008952
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,YOLO M,45,0.453700,0.419738,-0.033962
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,YOLO M,45,0.108900,0.096993,-0.011907
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,YOLO M,45,0.295900,0.305816,0.009916
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,YOLO M,45,0.231400,0.208620,-0.022780
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,YOLO M,45,0.215700,0.221762,0.006062
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,YOLO M,45,0.579400,0.537219,-0.042181
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,YOLO M,45,0.230100,1.000000,0.769900
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,YOLO M,45,0.103000,0.109885,0.006885
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,YOLO M,45,0.437100,0.448395,0.011295
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,YOLO M,45,-0.026600,0.003636,0.030236
Originais (1)||None||A1||c1,1,12,HUVEC,YOLO M,45,0.720300,1.000000,0.279700
Originais (1)||None||A1||c1,1,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,YOLO M,45,0.507400,0.563400,0.056000
Originais (1)||None||A1||c2,2,12,HUVEC,YOLO M,45,0.707700,1.000000,0.292300
Originais (1)||None||A1||c2,2,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,YOLO M,45,0.489000,0.493112,0.004112
Originais (1)||None||A5||c1,1,12,HUVEC,YOLO M,45,0.831100,1.000000,0.168900
Originais (1)||None||A5||c1,1,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,YOLO M,45,0.616300,0.578001,-0.038299
Originais (1)||None||A5||c2,2,12,HUVEC,YOLO M,45,0.830300,1.000000,0.169700
Originais (1)||None||A5||c2,2,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,YOLO M,45,0.597800,0.575870,-0.021930
Originais (1)||None||B5||c1,1,12,HUVEC,YOLO M,45,0.641600,0.642989,0.001389
Originais (1)||None||B5||c1,1,8,HUVEC,YOLO M,45,0.503900,0.507085,0.003185
Originais (1)||None||B5||c2,2,12,HUVEC,YOLO M,45,0.284300,0.561534,0.277234
Originais (1)||None||B5||c2,2,8,HUVEC,YOLO M,45,0.235200,0.449766,0.214566
Originais (1)||None||D1||c2,2,12,HUVEC,YOLO M,45,0.432000,1.000000,0.568000
Originais (1)||None||D1||c2,2,8,HUVEC,YOLO M,45,0.256100,0.496874,0.240774
P1|CT|F10,F10,48,SKOV-3,YOLO M,45,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,YOLO M,45,1.000000,1.000000,0.000000
P1|CT|F8,F8,48,SKOV-3,YOLO M,45,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,YOLO M,45,0.438400,0.491270,0.052870
P1|PTX|F2,F2,48,SKOV-3,YOLO M,45,0.769500,0.699124,-0.070376
P1|PTX|F9,F9,24,SKOV-3,YOLO M,45,0.148900,0.170041,0.021141
P1|PTX|F9,F9,48,SKOV-3,YOLO M,45,0.479300,0.326892,-0.152408
P2|CARBO+GEO|F14,F14,48,SKOV-3,YOLO M,45,0.497100,0.374095,-0.123005
P2|CARBO+GEO|F8,F8,24,SKOV-3,YOLO M,45,0.504400,0.495498,-0.008902
P2|CARBO+GEO|F8,F8,48,SKOV-3,YOLO M,45,0.595700,0.581760,-0.013940
P2|CARBO|F9,F9,24,SKOV-3,YOLO M,45,0.536200,1.000000,0.463800
P2|CARBO|F9,F9,48,SKOV-3,YOLO M,45,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,YOLO M,45,0.847900,0.855281,0.007381
P2|CT|F9,F9,48,SKOV-3,YOLO M,45,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,YOLO M,45,0.471200,0.462996,-0.008204
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,YOLO M,45,0.713500,0.683913,-0.029587
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,YOLO M,45,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,YOLO M,45,0.247400,-0.165146,-0.412546
Saudável||None||B1||c1,1,24,HUVEC,YOLO M,45,0.877200,1.000000,0.122800
Saudável||None||B1||c2,2,24,HUVEC,YOLO M,45,0.623700,0.631244,0.007544
originais||None||A1||c1,1,8,HUVEC,YOLO M,45,0.418700,0.408393,-0.010307
originais||None||A1||c2,2,8,HUVEC,YOLO M,45,0.265500,0.291724,0.026224
originais||None||B5||c1,1,24,HUVEC,YOLO M,45,0.467400,1.000000,0.532600
originais||None||D1||c1,1,12,HUVEC,YOLO M,45,0.551300,0.571709,0.020409
originais||None||D1||c1,1,24,HUVEC,YOLO M,45,0.883500,0.836924,-0.046576
originais||None||D1||c1,1,8,HUVEC,YOLO M,45,0.437600,0.456684,0.019084
originais||None||D1||c2,2,12,HUVEC,YOLO M,45,0.570200,0.549734,-0.020466
originais||None||D1||c2,2,24,HUVEC,YOLO M,45,0.792900,0.815609,0.022709
originais||None||D1||c2,2,8,HUVEC,YOLO M,45,0.446700,0.426022,-0.020678
originais||None||D4||c1,1,24,HUVEC,YOLO M,45,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,YOLO M,45,0.600300,0.609002,0.008702
Controle||None||B1||c1,1,12,HUVEC,YOLO M,46,0.266200,0.279184,0.012984
Controle||None||B1||c1,1,8,HUVEC,YOLO M,46,0.206700,0.229119,0.022419
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,YOLO M,46,0.823500,1.000000,0.176500
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,YOLO M,46,0.427300,0.471579,0.044279
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,YOLO M,46,0.462400,0.316004,-0.146396
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,YOLO M,46,0.684400,0.607959,-0.076441
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,YOLO M,46,0.289400,0.239889,-0.049511
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,YOLO M,46,0.338900,0.322759,-0.016141
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,YOLO M,46,0.635100,0.615073,-0.020027
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,YOLO M,46,0.120000,0.185834,0.065834
LUIS RAW||PEP||E1||c1,1,12,HUVEC,YOLO M,46,0.681400,0.565770,-0.115630
LUIS RAW||PEP||E1||c1,1,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,YOLO M,46,0.536500,0.485660,-0.050840
LUIS RAW||PEP||E1||c2,2,12,HUVEC,YOLO M,46,0.784800,1.000000,0.215200
LUIS RAW||PEP||E1||c2,2,8,HUVEC,YOLO M,46,0.667900,0.496913,-0.170987
LUIS RAW||PET||C5||c1,1,12,HUVEC,YOLO M,46,0.347500,0.347616,0.000116
LUIS RAW||PET||C5||c1,1,8,HUVEC,YOLO M,46,0.290400,0.287085,-0.003315
LUIS RAW||PET||F2||c1,1,12,HUVEC,YOLO M,46,0.021200,0.528061,0.506861
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,YOLO M,46,0.863000,1.000000,0.137000
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,YOLO M,46,0.724300,0.470920,-0.253380
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,YOLO M,46,0.422700,0.386395,-0.036305
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,YOLO M,46,0.753100,0.704311,-0.048789
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,YOLO M,46,0.548400,0.517166,-0.031234
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,YOLO M,46,0.008200,0.401567,0.393367
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,YOLO M,46,0.062700,0.354135,0.291435
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,YOLO M,46,0.593100,0.579382,-0.013718
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,YOLO M,46,0.725500,0.734421,0.008921
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,YOLO M,46,0.584400,0.585565,0.001165
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,YOLO M,46,0.876200,0.934502,0.058302
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,YOLO M,46,0.604000,0.571282,-0.032718
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,YOLO M,46,0.614700,0.601368,-0.013332
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,YOLO M,46,0.698100,0.693790,-0.004310
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,YOLO M,46,0.594200,0.576741,-0.017459
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,YOLO M,46,0.117400,0.153267,0.035867
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,YOLO M,46,0.379300,0.372850,-0.006450
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,YOLO M,46,0.082000,0.119646,0.037646
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,YOLO M,46,0.140500,0.147138,0.006638
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,YOLO M,46,0.453700,0.456121,0.002421
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,YOLO M,46,0.108900,0.096225,-0.012675
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,YOLO M,46,0.295900,0.302311,0.006411
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,YOLO M,46,0.231400,0.209461,-0.021939
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,YOLO M,46,0.215700,0.216976,0.001276
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,YOLO M,46,0.579400,0.538831,-0.040569
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,YOLO M,46,0.230100,0.152900,-0.077200
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,YOLO M,46,0.103000,0.116850,0.013850
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,YOLO M,46,0.437100,0.446996,0.009896
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,YOLO M,46,-0.026600,0.002955,0.029555
Originais (1)||None||A1||c1,1,12,HUVEC,YOLO M,46,0.720300,1.000000,0.279700
Originais (1)||None||A1||c1,1,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,YOLO M,46,0.507400,0.569935,0.062535
Originais (1)||None||A1||c2,2,12,HUVEC,YOLO M,46,0.707700,1.000000,0.292300
Originais (1)||None||A1||c2,2,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,YOLO M,46,0.489000,0.495482,0.006482
Originais (1)||None||A5||c1,1,12,HUVEC,YOLO M,46,0.831100,1.000000,0.168900
Originais (1)||None||A5||c1,1,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,YOLO M,46,0.616300,0.590990,-0.025310
Originais (1)||None||A5||c2,2,12,HUVEC,YOLO M,46,0.830300,1.000000,0.169700
Originais (1)||None||A5||c2,2,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,YOLO M,46,0.597800,0.576078,-0.021722
Originais (1)||None||B5||c1,1,12,HUVEC,YOLO M,46,0.641600,0.645977,0.004377
Originais (1)||None||B5||c1,1,8,HUVEC,YOLO M,46,0.503900,0.509972,0.006072
Originais (1)||None||B5||c2,2,12,HUVEC,YOLO M,46,0.284300,0.567122,0.282822
Originais (1)||None||B5||c2,2,8,HUVEC,YOLO M,46,0.235200,0.449198,0.213998
Originais (1)||None||D1||c2,2,12,HUVEC,YOLO M,46,0.432000,1.000000,0.568000
Originais (1)||None||D1||c2,2,8,HUVEC,YOLO M,46,0.256100,0.503851,0.247751
P1|CT|F10,F10,48,SKOV-3,YOLO M,46,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,YOLO M,46,1.000000,1.000000,0.000000
P1|CT|F8,F8,48,SKOV-3,YOLO M,46,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,YOLO M,46,0.438400,0.498379,0.059979
P1|PTX|F2,F2,48,SKOV-3,YOLO M,46,0.769500,0.700240,-0.069260
P1|PTX|F9,F9,24,SKOV-3,YOLO M,46,0.148900,0.162070,0.013170
P1|PTX|F9,F9,48,SKOV-3,YOLO M,46,0.479300,0.316525,-0.162775
P2|CARBO+GEO|F14,F14,48,SKOV-3,YOLO M,46,0.497100,0.372714,-0.124386
P2|CARBO+GEO|F8,F8,24,SKOV-3,YOLO M,46,0.504400,0.460421,-0.043979
P2|CARBO+GEO|F8,F8,48,SKOV-3,YOLO M,46,0.595700,0.542899,-0.052801
P2|CARBO|F9,F9,24,SKOV-3,YOLO M,46,0.536200,0.438335,-0.097865
P2|CARBO|F9,F9,48,SKOV-3,YOLO M,46,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,YOLO M,46,0.847900,0.857068,0.009168
P2|CT|F9,F9,48,SKOV-3,YOLO M,46,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,YOLO M,46,0.471200,0.457115,-0.014085
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,YOLO M,46,0.713500,0.874432,0.160932
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,YOLO M,46,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,YOLO M,46,0.247400,-0.160038,-0.407438
Saudável||None||B1||c1,1,24,HUVEC,YOLO M,46,0.877200,1.000000,0.122800
Saudável||None||B1||c2,2,24,HUVEC,YOLO M,46,0.623700,0.637704,0.014004
originais||None||A1||c1,1,8,HUVEC,YOLO M,46,0.418700,0.409064,-0.009636
originais||None||A1||c2,2,8,HUVEC,YOLO M,46,0.265500,0.294801,0.029301
originais||None||B5||c1,1,24,HUVEC,YOLO M,46,0.467400,1.000000,0.532600
originais||None||D1||c1,1,12,HUVEC,YOLO M,46,0.551300,0.576125,0.024825
originais||None||D1||c1,1,24,HUVEC,YOLO M,46,0.883500,1.000000,0.116500
originais||None||D1||c1,1,8,HUVEC,YOLO M,46,0.437600,0.454144,0.016544
originais||None||D1||c2,2,12,HUVEC,YOLO M,46,0.570200,0.550831,-0.019369
originais||None||D1||c2,2,24,HUVEC,YOLO M,46,0.792900,0.818285,0.025385
originais||None||D1||c2,2,8,HUVEC,YOLO M,46,0.446700,0.434721,-0.011979
originais||None||D4||c1,1,24,HUVEC,YOLO M,46,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,YOLO M,46,0.600300,0.606683,0.006383
Controle||None||B1||c1,1,12,HUVEC,U-Net,42,0.266200,0.265356,-0.000844
Controle||None||B1||c1,1,8,HUVEC,U-Net,42,0.206700,0.212299,0.005599
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,U-Net,42,0.823500,0.718411,-0.105089
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,U-Net,42,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,U-Net,42,0.427300,0.432032,0.004732
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,U-Net,42,0.462400,0.256931,-0.205469
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,U-Net,42,0.684400,0.601786,-0.082614
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,U-Net,42,0.289400,0.199123,-0.090277
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,U-Net,42,0.338900,0.288338,-0.050562
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,U-Net,42,0.635100,0.639852,0.004752
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,U-Net,42,0.120000,0.827823,0.707823
LUIS RAW||PEP||E1||c1,1,12,HUVEC,U-Net,42,0.681400,0.584447,-0.096953
LUIS RAW||PEP||E1||c1,1,24,HUVEC,U-Net,42,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,U-Net,42,0.536500,0.566456,0.029956
LUIS RAW||PEP||E1||c2,2,12,HUVEC,U-Net,42,0.784800,0.630152,-0.154648
LUIS RAW||PEP||E1||c2,2,8,HUVEC,U-Net,42,0.667900,0.364971,-0.302929
LUIS RAW||PET||C5||c1,1,12,HUVEC,U-Net,42,0.347500,0.347999,0.000499
LUIS RAW||PET||C5||c1,1,8,HUVEC,U-Net,42,0.290400,0.280907,-0.009493
LUIS RAW||PET||F2||c1,1,12,HUVEC,U-Net,42,0.021200,0.496560,0.475360
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,U-Net,42,0.863000,0.756556,-0.106444
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,U-Net,42,0.724300,0.756712,0.032412
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,U-Net,42,0.422700,0.542909,0.120209
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,U-Net,42,0.753100,0.727298,-0.025802
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,U-Net,42,0.548400,0.542348,-0.006052
