series_key,campo,timepoint_h,cell_line,braco,seed,referencia,ai,diferenca
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,U-Net,42,0.008200,0.569387,0.561187
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,U-Net,42,0.062700,0.428965,0.366265
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,U-Net,42,0.593100,0.503498,-0.089602
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,U-Net,42,0.725500,0.629431,-0.096069
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,U-Net,42,0.584400,0.424392,-0.160008
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,U-Net,42,0.876200,0.833789,-0.042411
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,U-Net,42,0.604000,0.558962,-0.045038
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,U-Net,42,0.614700,0.602188,-0.012512
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,U-Net,42,0.698100,0.697230,-0.000870
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,U-Net,42,0.594200,0.630762,0.036562
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,U-Net,42,0.117400,0.163237,0.045837
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,U-Net,42,0.379300,0.377848,-0.001452
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,U-Net,42,0.082000,0.107121,0.025121
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,U-Net,42,0.140500,0.327382,0.186882
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,U-Net,42,0.453700,0.398361,-0.055339
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,U-Net,42,0.108900,0.049664,-0.059236
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,U-Net,42,0.295900,0.311910,0.016010
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,U-Net,42,0.231400,0.242503,0.011103
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,U-Net,42,0.215700,0.237422,0.021722
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,U-Net,42,0.579400,0.513246,-0.066154
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,U-Net,42,0.230100,0.353586,0.123486
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,U-Net,42,0.103000,0.119165,0.016165
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,U-Net,42,0.437100,0.441318,0.004218
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,U-Net,42,-0.026600,-0.004179,0.022421
Originais (1)||None||A1||c1,1,12,HUVEC,U-Net,42,0.720300,0.715929,-0.004371
Originais (1)||None||A1||c1,1,24,HUVEC,U-Net,42,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,U-Net,42,0.507400,0.570565,0.063165
Originais (1)||None||A1||c2,2,12,HUVEC,U-Net,42,0.707700,0.682805,-0.024895
Originais (1)||None||A1||c2,2,24,HUVEC,U-Net,42,1.000000,0.999698,-0.000302
Originais (1)||None||A1||c2,2,8,HUVEC,U-Net,42,0.489000,0.481542,-0.007458
Originais (1)||None||A5||c1,1,12,HUVEC,U-Net,42,0.831100,0.723868,-0.107232
Originais (1)||None||A5||c1,1,24,HUVEC,U-Net,42,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,U-Net,42,0.616300,0.590019,-0.026281
Originais (1)||None||A5||c2,2,12,HUVEC,U-Net,42,0.830300,0.744800,-0.085500
Originais (1)||None||A5||c2,2,24,HUVEC,U-Net,42,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,U-Net,42,0.597800,0.579127,-0.018673
Originais (1)||None||B5||c1,1,12,HUVEC,U-Net,42,0.641600,0.650741,0.009141
Originais (1)||None||B5||c1,1,8,HUVEC,U-Net,42,0.503900,0.505112,0.001212
Originais (1)||None||B5||c2,2,12,HUVEC,U-Net,42,0.284300,0.567348,0.283048
Originais (1)||None||B5||c2,2,8,HUVEC,U-Net,42,0.235200,0.445111,0.209911
Originais (1)||None||D1||c2,2,12,HUVEC,U-Net,42,0.432000,0.725302,0.293302
Originais (1)||None||D1||c2,2,8,HUVEC,U-Net,42,0.256100,0.491891,0.235791
P1|CT|F10,F10,48,SKOV-3,U-Net,42,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,U-Net,42,1.000000,0.990851,-0.009149
P1|CT|F8,F8,48,SKOV-3,U-Net,42,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,U-Net,42,0.438400,0.546882,0.108482
P1|PTX|F2,F2,48,SKOV-3,U-Net,42,0.769500,0.739782,-0.029718
P1|PTX|F9,F9,24,SKOV-3,U-Net,42,0.148900,0.129485,-0.019415
P1|PTX|F9,F9,48,SKOV-3,U-Net,42,0.479300,0.375598,-0.103702
P2|CARBO+GEO|F14,F14,48,SKOV-3,U-Net,42,0.497100,0.370085,-0.127015
P2|CARBO+GEO|F8,F8,24,SKOV-3,U-Net,42,0.504400,0.489134,-0.015266
P2|CARBO+GEO|F8,F8,48,SKOV-3,U-Net,42,0.595700,0.560926,-0.034774
P2|CARBO|F9,F9,24,SKOV-3,U-Net,42,0.536200,0.288893,-0.247307
P2|CARBO|F9,F9,48,SKOV-3,U-Net,42,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,U-Net,42,0.847900,0.867540,0.019640
P2|CT|F9,F9,48,SKOV-3,U-Net,42,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,U-Net,42,0.471200,0.468544,-0.002656
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,U-Net,42,0.713500,0.545725,-0.167775
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,U-Net,42,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,U-Net,42,0.247400,-0.090077,-0.337477
Saudável||None||B1||c1,1,24,HUVEC,U-Net,42,0.877200,0.681840,-0.195360
Saudável||None||B1||c2,2,24,HUVEC,U-Net,42,0.623700,0.287105,-0.336595
originais||None||A1||c1,1,8,HUVEC,U-Net,42,0.418700,0.418228,-0.000472
originais||None||A1||c2,2,8,HUVEC,U-Net,42,0.265500,0.284826,0.019326
originais||None||B5||c1,1,24,HUVEC,U-Net,42,0.467400,0.950626,0.483226
originais||None||D1||c1,1,12,HUVEC,U-Net,42,0.551300,0.531649,-0.019651
originais||None||D1||c1,1,24,HUVEC,U-Net,42,0.883500,0.838601,-0.044899
originais||None||D1||c1,1,8,HUVEC,U-Net,42,0.437600,0.448499,0.010899
originais||None||D1||c2,2,12,HUVEC,U-Net,42,0.570200,0.553988,-0.016212
originais||None||D1||c2,2,24,HUVEC,U-Net,42,0.792900,0.815918,0.023018
originais||None||D1||c2,2,8,HUVEC,U-Net,42,0.446700,0.416816,-0.029884
originais||None||D4||c1,1,24,HUVEC,U-Net,42,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,U-Net,42,0.600300,0.620508,0.020208
Controle||None||B1||c1,1,12,HUVEC,U-Net,43,0.266200,0.271860,0.005660
Controle||None||B1||c1,1,8,HUVEC,U-Net,43,0.206700,0.219399,0.012699
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,U-Net,43,0.823500,0.723428,-0.100072
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,U-Net,43,0.427300,0.428021,0.000721
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,U-Net,43,0.462400,0.290972,-0.171428
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,U-Net,43,0.684400,0.643319,-0.041081
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,U-Net,43,0.289400,0.247315,-0.042085
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,U-Net,43,0.338900,0.306461,-0.032439
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,U-Net,43,0.635100,0.626584,-0.008516
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,U-Net,43,0.120000,0.740514,0.620514
LUIS RAW||PEP||E1||c1,1,12,HUVEC,U-Net,43,0.681400,0.574396,-0.107004
LUIS RAW||PEP||E1||c1,1,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,U-Net,43,0.536500,0.506099,-0.030401
LUIS RAW||PEP||E1||c2,2,12,HUVEC,U-Net,43,0.784800,0.730852,-0.053948
LUIS RAW||PEP||E1||c2,2,8,HUVEC,U-Net,43,0.667900,0.472294,-0.195606
LUIS RAW||PET||C5||c1,1,12,HUVEC,U-Net,43,0.347500,0.337126,-0.010374
LUIS RAW||PET||C5||c1,1,8,HUVEC,U-Net,43,0.290400,0.279510,-0.010890
LUIS RAW||PET||F2||c1,1,12,HUVEC,U-Net,43,0.021200,0.480680,0.459480
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,U-Net,43,0.863000,0.754765,-0.108235
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,U-Net,43,0.724300,0.768418,0.044118
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,U-Net,43,0.422700,0.569142,0.146442
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,U-Net,43,0.753100,0.726056,-0.027044
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,U-Net,43,0.548400,0.538554,-0.009846
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,U-Net,43,0.008200,0.590691,0.582491
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,U-Net,43,0.062700,0.436979,0.374279
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,U-Net,43,0.593100,0.519351,-0.073749
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,U-Net,43,0.725500,0.683680,-0.041820
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,U-Net,43,0.584400,0.517892,-0.066508
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,U-Net,43,0.876200,0.821102,-0.055098
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,U-Net,43,0.604000,0.554823,-0.049177
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,U-Net,43,0.614700,0.602633,-0.012067
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,U-Net,43,0.698100,0.699488,0.001388
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,U-Net,43,0.594200,0.584794,-0.009406
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,U-Net,43,0.117400,0.164544,0.047144
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,U-Net,43,0.379300,0.372911,-0.006389
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,U-Net,43,0.082000,0.103935,0.021935
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,U-Net,43,0.140500,0.139806,-0.000694
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,U-Net,43,0.453700,0.401327,-0.052373
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,U-Net,43,0.108900,0.054506,-0.054394
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,U-Net,43,0.295900,0.298228,0.002328
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,U-Net,43,0.231400,0.191158,-0.040242
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,U-Net,43,0.215700,0.238188,0.022488
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,U-Net,43,0.579400,0.505345,-0.074055
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,U-Net,43,0.230100,0.404645,0.174545
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,U-Net,43,0.103000,0.111727,0.008727
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,U-Net,43,0.437100,0.453664,0.016564
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,U-Net,43,-0.026600,-0.016183,0.010417
Originais (1)||None||A1||c1,1,12,HUVEC,U-Net,43,0.720300,0.714360,-0.005940
Originais (1)||None||A1||c1,1,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,U-Net,43,0.507400,0.559400,0.052000
Originais (1)||None||A1||c2,2,12,HUVEC,U-Net,43,0.707700,0.683864,-0.023836
Originais (1)||None||A1||c2,2,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,U-Net,43,0.489000,0.482390,-0.006610
Originais (1)||None||A5||c1,1,12,HUVEC,U-Net,43,0.831100,0.728121,-0.102979
Originais (1)||None||A5||c1,1,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,U-Net,43,0.616300,0.570402,-0.045898
Originais (1)||None||A5||c2,2,12,HUVEC,U-Net,43,0.830300,0.764577,-0.065723
Originais (1)||None||A5||c2,2,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,U-Net,43,0.597800,0.574596,-0.023204
Originais (1)||None||B5||c1,1,12,HUVEC,U-Net,43,0.641600,0.647740,0.006140
Originais (1)||None||B5||c1,1,8,HUVEC,U-Net,43,0.503900,0.502488,-0.001412
Originais (1)||None||B5||c2,2,12,HUVEC,U-Net,43,0.284300,0.572087,0.287787
Originais (1)||None||B5||c2,2,8,HUVEC,U-Net,43,0.235200,0.443295,0.208095
Originais (1)||None||D1||c2,2,12,HUVEC,U-Net,43,0.432000,0.714576,0.282576
Originais (1)||None||D1||c2,2,8,HUVEC,U-Net,43,0.256100,0.479023,0.222923
P1|CT|F10,F10,48,SKOV-3,U-Net,43,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,U-Net,43,1.000000,0.998594,-0.001406
P1|CT|F8,F8,48,SKOV-3,U-Net,43,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,U-Net,43,0.438400,0.530219,0.091819
P1|PTX|F2,F2,48,SKOV-3,U-Net,43,0.769500,0.730365,-0.039135
P1|PTX|F9,F9,24,SKOV-3,U-Net,43,0.148900,0.151074,0.002174
P1|PTX|F9,F9,48,SKOV-3,U-Net,43,0.479300,0.371688,-0.107612
P2|CARBO+GEO|F14,F14,48,SKOV-3,U-Net,43,0.497100,0.412353,-0.084747
P2|CARBO+GEO|F8,F8,24,SKOV-3,U-Net,43,0.504400,0.528516,0.024116
P2|CARBO+GEO|F8,F8,48,SKOV-3,U-Net,43,0.595700,0.601933,0.006233
P2|CARBO|F9,F9,24,SKOV-3,U-Net,43,0.536200,0.323258,-0.212942
P2|CARBO|F9,F9,48,SKOV-3,U-Net,43,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,U-Net,43,0.847900,0.883161,0.035261
P2|CT|F9,F9,48,SKOV-3,U-Net,43,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,U-Net,43,0.471200,0.471643,0.000443
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,U-Net,43,0.713500,0.603127,-0.110373
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,U-Net,43,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,U-Net,43,0.247400,-0.109847,-0.357247
Saudável||None||B1||c1,1,24,HUVEC,U-Net,43,0.877200,0.696411,-0.180789
Saudável||None||B1||c2,2,24,HUVEC,U-Net,43,0.623700,0.529475,-0.094225
originais||None||A1||c1,1,8,HUVEC,U-Net,43,0.418700,0.404837,-0.013863
originais||None||A1||c2,2,8,HUVEC,U-Net,43,0.265500,0.289839,0.024339
originais||None||B5||c1,1,24,HUVEC,U-Net,43,0.467400,0.951030,0.483630
originais||None||D1||c1,1,12,HUVEC,U-Net,43,0.551300,0.524239,-0.027061
originais||None||D1||c1,1,24,HUVEC,U-Net,43,0.883500,0.833797,-0.049703
originais||None||D1||c1,1,8,HUVEC,U-Net,43,0.437600,0.438017,0.000417
originais||None||D1||c2,2,12,HUVEC,U-Net,43,0.570200,0.542705,-0.027495
originais||None||D1||c2,2,24,HUVEC,U-Net,43,0.792900,0.796602,0.003702
originais||None||D1||c2,2,8,HUVEC,U-Net,43,0.446700,0.410681,-0.036019
originais||None||D4||c1,1,24,HUVEC,U-Net,43,0.809300,1.000000,0.190700
originais||None||D4||c1,1,8,HUVEC,U-Net,43,0.600300,0.601299,0.000999
Controle||None||B1||c1,1,12,HUVEC,U-Net,44,0.266200,0.265114,-0.001086
Controle||None||B1||c1,1,8,HUVEC,U-Net,44,0.206700,0.221210,0.014510
LUIS RAW||PEP+GB||A3||c2,2,12,HUVEC,U-Net,44,0.823500,0.710971,-0.112529
LUIS RAW||PEP+GB||A3||c2,2,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
LUIS RAW||PEP+GB||A3||c2,2,8,HUVEC,U-Net,44,0.427300,0.436798,0.009498
LUIS RAW||PEP+MET3||A6||c1,1,12,HUVEC,U-Net,44,0.462400,0.264104,-0.198296
LUIS RAW||PEP+MET3||A6||c1,1,24,HUVEC,U-Net,44,0.684400,0.658370,-0.026030
LUIS RAW||PEP+MET3||A6||c1,1,8,HUVEC,U-Net,44,0.289400,0.230742,-0.058658
LUIS RAW||PEP+MET3||A6||c2,2,12,HUVEC,U-Net,44,0.338900,0.316200,-0.022700
LUIS RAW||PEP+MET3||A6||c2,2,24,HUVEC,U-Net,44,0.635100,0.629686,-0.005414
LUIS RAW||PEP+MET3||A6||c2,2,8,HUVEC,U-Net,44,0.120000,0.475944,0.355944
LUIS RAW||PEP||E1||c1,1,12,HUVEC,U-Net,44,0.681400,0.558355,-0.123045
LUIS RAW||PEP||E1||c1,1,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
LUIS RAW||PEP||E1||c1,1,8,HUVEC,U-Net,44,0.536500,0.505658,-0.030842
LUIS RAW||PEP||E1||c2,2,12,HUVEC,U-Net,44,0.784800,0.677358,-0.107442
LUIS RAW||PEP||E1||c2,2,8,HUVEC,U-Net,44,0.667900,0.443690,-0.224210
LUIS RAW||PET||C5||c1,1,12,HUVEC,U-Net,44,0.347500,0.329696,-0.017804
LUIS RAW||PET||C5||c1,1,8,HUVEC,U-Net,44,0.290400,0.272378,-0.018022
LUIS RAW||PET||F2||c1,1,12,HUVEC,U-Net,44,0.021200,0.477312,0.456112
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c1,1,12,HUVEC,U-Net,44,0.863000,0.752148,-0.110852
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,12,HUVEC,U-Net,44,0.724300,0.778592,0.054292
Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D4||c2,2,8,HUVEC,U-Net,44,0.422700,0.649364,0.226664
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,12,HUVEC,U-Net,44,0.753100,0.736211,-0.016889
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c1,1,8,HUVEC,U-Net,44,0.548400,0.550056,0.001656
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,12,HUVEC,U-Net,44,0.008200,0.635404,0.627204
Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5||c2,2,8,HUVEC,U-Net,44,0.062700,0.479060,0.416360
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,12,HUVEC,U-Net,44,0.593100,0.445663,-0.147437
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,24,HUVEC,U-Net,44,0.725500,0.641577,-0.083923
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c1,1,8,HUVEC,U-Net,44,0.584400,0.439199,-0.145201
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,24,HUVEC,U-Net,44,0.876200,0.847266,-0.028934
Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1||c2,2,8,HUVEC,U-Net,44,0.604000,0.551197,-0.052803
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,12,HUVEC,U-Net,44,0.614700,0.545924,-0.068776
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,24,HUVEC,U-Net,44,0.698100,0.655972,-0.042128
Migração (PET e PEP) n2 - RAW||PEP||A2||c2,2,8,HUVEC,U-Net,44,0.594200,0.534686,-0.059514
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,12,HUVEC,U-Net,44,0.117400,0.179029,0.061629
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,24,HUVEC,U-Net,44,0.379300,0.373700,-0.005600
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c1,1,8,HUVEC,U-Net,44,0.082000,0.104817,0.022817
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,12,HUVEC,U-Net,44,0.140500,0.221445,0.080945
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,24,HUVEC,U-Net,44,0.453700,0.422514,-0.031186
Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3||c2,2,8,HUVEC,U-Net,44,0.108900,0.049692,-0.059208
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,12,HUVEC,U-Net,44,0.295900,0.307739,0.011839
Migração (PET e PEP) n3 - RAW||None||D1||c1,1,8,HUVEC,U-Net,44,0.231400,0.201876,-0.029524
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,12,HUVEC,U-Net,44,0.215700,0.244901,0.029201
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,24,HUVEC,U-Net,44,0.579400,0.535350,-0.044050
Migração (PET e PEP) n3 - RAW||None||D1||c2,2,8,HUVEC,U-Net,44,0.230100,0.412410,0.182310
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,12,HUVEC,U-Net,44,0.103000,0.102585,-0.000415
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,24,HUVEC,U-Net,44,0.437100,0.438829,0.001729
Migração (PET e PEP) n3 - RAW||None||D4||c1,1,8,HUVEC,U-Net,44,-0.026600,-0.032312,-0.005712
Originais (1)||None||A1||c1,1,12,HUVEC,U-Net,44,0.720300,0.714183,-0.006117
Originais (1)||None||A1||c1,1,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
Originais (1)||None||A1||c1,1,8,HUVEC,U-Net,44,0.507400,0.566200,0.058800
Originais (1)||None||A1||c2,2,12,HUVEC,U-Net,44,0.707700,0.688825,-0.018875
Originais (1)||None||A1||c2,2,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
Originais (1)||None||A1||c2,2,8,HUVEC,U-Net,44,0.489000,0.482250,-0.006750
Originais (1)||None||A5||c1,1,12,HUVEC,U-Net,44,0.831100,0.725168,-0.105932
Originais (1)||None||A5||c1,1,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
Originais (1)||None||A5||c1,1,8,HUVEC,U-Net,44,0.616300,0.597366,-0.018934
Originais (1)||None||A5||c2,2,12,HUVEC,U-Net,44,0.830300,0.768453,-0.061847
Originais (1)||None||A5||c2,2,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
Originais (1)||None||A5||c2,2,8,HUVEC,U-Net,44,0.597800,0.586876,-0.010924
Originais (1)||None||B5||c1,1,12,HUVEC,U-Net,44,0.641600,0.645120,0.003520
Originais (1)||None||B5||c1,1,8,HUVEC,U-Net,44,0.503900,0.502866,-0.001034
Originais (1)||None||B5||c2,2,12,HUVEC,U-Net,44,0.284300,0.575928,0.291628
Originais (1)||None||B5||c2,2,8,HUVEC,U-Net,44,0.235200,0.448531,0.213331
Originais (1)||None||D1||c2,2,12,HUVEC,U-Net,44,0.432000,0.716737,0.284737
Originais (1)||None||D1||c2,2,8,HUVEC,U-Net,44,0.256100,0.476440,0.220340
P1|CT|F10,F10,48,SKOV-3,U-Net,44,1.000000,1.000000,0.000000
P1|CT|F8,F8,24,SKOV-3,U-Net,44,1.000000,0.991833,-0.008167
P1|CT|F8,F8,48,SKOV-3,U-Net,44,1.000000,1.000000,0.000000
P1|PTX|F2,F2,24,SKOV-3,U-Net,44,0.438400,0.510684,0.072284
P1|PTX|F2,F2,48,SKOV-3,U-Net,44,0.769500,0.722089,-0.047411
P1|PTX|F9,F9,24,SKOV-3,U-Net,44,0.148900,0.144709,-0.004191
P1|PTX|F9,F9,48,SKOV-3,U-Net,44,0.479300,0.352662,-0.126638
P2|CARBO+GEO|F14,F14,48,SKOV-3,U-Net,44,0.497100,0.419832,-0.077268
P2|CARBO+GEO|F8,F8,24,SKOV-3,U-Net,44,0.504400,0.512164,0.007764
P2|CARBO+GEO|F8,F8,48,SKOV-3,U-Net,44,0.595700,0.589446,-0.006254
P2|CARBO|F9,F9,24,SKOV-3,U-Net,44,0.536200,0.335732,-0.200468
P2|CARBO|F9,F9,48,SKOV-3,U-Net,44,1.000000,1.000000,0.000000
P2|CT|F9,F9,24,SKOV-3,U-Net,44,0.847900,0.895643,0.047743
P2|CT|F9,F9,48,SKOV-3,U-Net,44,1.000000,1.000000,0.000000
P2|GEO|F11,F11,24,SKOV-3,U-Net,44,0.471200,0.485259,0.014059
Pré-Eclâmpsia||None||B6||c1,1,12,HUVEC,U-Net,44,0.713500,0.576666,-0.136834
Pré-Eclâmpsia||None||B6||c1,1,24,HUVEC,U-Net,44,1.000000,1.000000,0.000000
Saudável||None||B1||c1,1,12,HUVEC,U-Net,44,0.247400,-0.091929,-0.339329
Saudável||None||B1||c1,1,24,HUVEC,U-Net,44,0.877200,0.773433,-0.103767
Saudável||None||B1||c2,2,24,HUVEC,U-Net,44,0.623700,0.464292,-0.159408
originais||None||A1||c1,1,8,HUVEC,U-Net,44,0.418700,0.402638,-0.016062
originais||None||A1||c2,2,8,HUVEC,U-Net,44,0.265500,0.289769,0.024269
originais||None||B5||c1,1,24,HUVEC,U-Net,44,0.467400,1.000000,0.532600
originais||None||D1||c1,1,12,HUVEC,U-Net,44,0.551300,0.523170,-0.028130
originais||None||D1||c1,1,24,HUVEC,U-Net,44,0.883500,0.820698,-0.062802
originais||None||D1||c1,1,8,HUVEC,U-Net,44,0.437600,0.429263,-0.008337
originais||None||D1||c2,2,12,HUVEC,U-Net,44,0.570200,0.537208,-0.032992
